-131,-313,-456,0,403,302
-133,-313,-456,-20,713,543
-133,-313,-456,-22,797,608
-133,-314,-457,-21,808,618
-132,-313,-457,-26,808,616
-133,-315,-458,-26,809,610
-132,-313,-457,-23,807,615
-133,-314,-457,-20,806,615
-133,-313,-457,-24,809,618
-132,-313,-456,-20,812,617
-132,-313,-456,-23,812,616
-133,-312,-457,-21,809,619
-133,-312,-456,-23,809,621
-132,-313,-458,-21,807,620
-132,-313,-456,-22,811,611
-133,-313,-456,-25,813,621
-132,-313,-456,-23,809,617
-133,-314,-457,-24,809,626
-132,-313,-457,-23,812,617
-132,-313,-456,-23,814,626
-133,-314,-457,-24,809,618
-133,-313,-457,-26,810,623
-132,-314,-457,-23,809,617
-133,-314,-456,-23,809,619
-133,-314,-457,-29,808,616
-133,-314,-458,-21,812,614
-132,-314,-457,-24,808,616
-132,-314,-459,-16,824,594
-129,-314,-459,-36,806,618
-127,-311,-461,-16,811,601
-125,-310,-463,-29,812,618
-120,-309,-465,-22,817,615
-118,-307,-468,-19,813,616
-111,-305,-471,-20,812,619
-107,-303,-473,-20,813,617
-100,-300,-476,-23,818,622
-89,-296,-482,-23,819,608
-82,-295,-485,-22,818,623
-69,-290,-489,-24,811,618
-63,-289,-491,-19,804,625
-51,-285,-495,-19,811,612
-36,-283,-499,-33,812,619
-30,-281,-500,-28,807,621
-16,-279,-502,-20,814,616
-9,-278,-503,-20,812,615
7,-277,-506,-21,809,611
14,-276,-507,-24,810,618
30,-275,-507,-27,813,621
42,-274,-508,-39,807,620
47,-274,-506,-37,821,613
46,-274,-507,-27,809,621
47,-274,-507,-26,808,624
47,-274,-508,-24,809,618
47,-273,-507,-24,803,615
47,-272,-507,-26,810,612
47,-273,-507,-28,816,612
46,-274,-507,-23,814,622
46,-272,-507,22,832,584
62,-271,-506,-23,820,616
68,-273,-505,-28,807,615
85,-273,-505,-33,805,614
91,-274,-504,-29,817,609
106,-275,-501,-28,811,617
112,-277,-499,-26,812,621
128,-277,-496,-16,813,611
145,-281,-492,-21,819,622
154,-283,-490,-22,815,608
175,-289,-482,-26,810,612
183,-290,-478,-39,800,624
196,-294,-473,-37,804,622
204,-298,-470,-22,816,611
210,-299,-466,-26,815,609
220,-304,-461,-24,813,619
224,-307,-458,-27,809,618
234,-311,-454,-24,812,619
237,-312,-450,-34,810,622
244,-316,-445,-28,811,616
251,-323,-438,-30,810,617
255,-324,-435,-17,809,613
266,-332,-426,-19,817,616
272,-335,-419,-29,813,609
285,-346,-407,-22,820,604
294,-358,-392,-29,816,613
298,-363,-387,-31,815,619
303,-371,-376,-66,801,638
304,-371,-375,-30,806,615
303,-371,-375,-27,810,623
303,-371,-376,-21,809,664
303,-371,-375,-28,811,615
303,-371,-375,-30,810,610
304,-369,-374,-27,814,615
304,-369,-375,-25,813,627
304,-369,-374,-29,809,620
303,-370,-376,-27,811,615
304,-372,-376,-27,813,622
304,-370,-375,-27,809,617
305,-377,-368,-19,810,613
307,-380,-361,-23,833,606
312,-396,-346,-36,820,608
316,-409,-328,-44,817,609
317,-416,-320,-38,813,615
317,-427,-307,-22,813,615
316,-433,-300,-31,812,615
314,-446,-287,-18,815,608
313,-451,-280,-34,817,615
310,-464,-268,-33,826,612
305,-474,-258,-30,816,614
303,-480,-249,-29,804,621
298,-489,-241,-37,802,628
298,-490,-239,-49,773,632
296,-491,-239,-33,809,607
296,-492,-239,-27,810,612
296,-491,-240,-29,815,621
297,-491,-240,-29,809,621
298,-491,-239,-28,811,613
295,-492,-241,-18,761,718
283,-470,-284,0,781,701
273,-441,-323,-1,731,1010
259,-385,-379,-163,593,1049
263,-382,-379,-223,610,826
265,-382,-380,-64,522,879
266,-380,-380,-52,506,888
266,-380,-379,-47,508,887
264,-380,-381,-44,503,885
266,-380,-379,-42,501,891
265,-380,-379,-47,506,885
266,-380,-379,-40,505,888
265,-380,-379,-45,502,886
266,-380,-379,-44,502,887
266,-378,-380,-42,501,892
267,-378,-383,-18,481,913
269,-376,-382,-39,503,891
270,-375,-384,-46,504,887
270,-377,-379,-48,551,871
275,-391,-366,47,465,695
288,-412,-347,440,464,1080
287,-429,-330,732,178,-47
276,-471,-296,129,582,515
276,-483,-278,-25,634,682
271,-494,-264,-9,704,711
277,-490,-269,-32,792,671
276,-488,-269,-23,746,697
272,-490,-269,-22,742,701
272,-489,-267,-23,688,700
273,-490,-269,-20,743,698
274,-487,-270,-23,729,673
272,-490,-269,-21,737,665
263,-500,-259,-27,759,707
259,-505,-253,-16,736,712
245,-517,-245,-1,729,700
239,-523,-239,1,736,696
222,-535,-230,0,748,694
197,-544,-220,-20,741,727
184,-549,-214,-79,669,775
178,-550,-211,-50,718,710
178,-550,-212,-69,697,827
175,-527,-263,-6,652,635
183,-520,-275,34,795,582
